header, depth, avg_time
1,3.9868717193603516
2,5.574007987976074
3,7.035905122756958
4,8.480435848236084
5,10.525253057479858
6,11.446147918701172
7,13.391141891479492
8,14.85551905632019
9,16.35099697113037
10,21.45262622833252
11,113.6194999217987
12,37.71010994911194
13,40.339860916137695
14,122.05470085144043
15,125.69144105911255
16,316.73894214630127
1,4.023301124572754
2,5.6027350425720215
3,7.0387282371521
4,8.471012830734253
5,9.917380809783936
6,11.369145154953003
7,15.565860748291016
8,15.253683090209961
9,30.991829872131348
10,17.72832989692688
11,53.81896781921387
12,66.06450891494751
13,126.75912094116211
14,87.28958797454834
15,123.28356194496155
16,305.8368549346924
17,499.4656140804291
18,466.39487624168396
1,4.00464391708374
2,5.629364967346191
3,7.079946041107178
4,8.533865928649902
5,10.176998138427734
6,11.88432002067566
7,13.208701848983765
8,19.518528938293457
9,20.25158667564392
10,20.062894821166992
11,19.862079858779907
12,72.426589012146
13,115.49524402618408
14,150.06763124465942
15,468.07122588157654
1,4.035890817642212
2,5.64137601852417
3,7.141966104507446
4,8.547290086746216
5,10.095984935760498
6,11.755132913589478
7,13.534050941467285
8,15.832736015319824
9,16.860333919525146
10,18.164462089538574
11,70.52052307128906
12,39.865805864334106
13,112.79992127418518
14,233.47754311561584
15,69.86526107788086
16,324.4043200016022
17,425.4265468120575
1,3.9950778484344482
2,5.5022289752960205
3,6.926487684249878
4,8.312872409820557
5,9.652849912643433
6,11.860918045043945
7,13.970396041870117
8,15.982152223587036
9,17.507476091384888
10,20.142048120498657
11,45.077406883239746
12,150.4060502052307
13,278.861691236496
14,90.62944483757019
15,178.55730199813843
16,267.46285486221313
17,581.2883231639862
18,411.05019211769104